count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.31923,2.94601,170.104,178.494,33393,17422,76.5088,,,angle_without_reflex,,,angle_without_reflex,
82,-225,-1.09917,149.025,0.1016,-1.37905,0.400635,0.4,-8,-0.16979,150.197,0.00347402,1.32018,150.228,-0.0314639,146.022,3.00309,0.402161,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
83,-227,-1.10215,149.039,0.11187,-1.21869,0.400787,0.4,-6,-0.16979,150.237,-0.0609639,0.443062,150.26,-0.0235966,146.013,3.02619,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
84,-232,-1.10215,149.098,0.0659178,-0.351664,0.400787,0.4,-9,-0.166812,150.246,-0.0510876,0.396335,150.282,-0.0353997,146.013,3.08529,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
85,-234,-1.09917,149.131,0.0291705,1.21408,0.400635,0.4,-17,-0.16979,150.183,-0.0132031,0.240945,150.25,-0.0668851,146.022,3.10949,0.401855,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
86,-231,-1.10513,149.106,0.00612675,2.20705,0.400482,0.4,-19,-0.166812,150.202,0.00599554,-0.552214,150.276,-0.0747611,146.031,3.07474,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
87,-225,-1.10513,149.02,-0.0651409,1.3254,0.400711,0.4,-15,-0.172769,150.212,-0.00771271,-0.834175,150.271,-0.0590127,146.017,3.00278,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
88,-218,-1.10513,148.942,-0.11705,-1.24863,0.400635,0.4,-14,-0.175748,150.211,-0.0913971,-0.468072,150.266,-0.0550761,146.022,2.91975,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
89,-215,-1.10215,148.92,-0.0868564,-3.74892,0.400406,0.4,-13,-0.16979,150.225,-0.141328,-0.0413899,150.276,-0.0511406,146.036,2.88477,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
90,-217,-1.10513,148.925,-0.0309107,-4.55333,0.400711,0.4,-9,-0.172769,150.236,-0.0837182,0.403389,150.271,-0.0353994,146.017,2.9075,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
91,-224,-1.10513,149.023,-0.0195031,-3.08089,0.400482,0.4,-9,-0.175748,150.23,-0.0573669,0.680312,150.266,-0.0353993,146.031,2.99183,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
92,-232,-1.10513,149.117,-0.0295648,0.344106,0.400482,0.4,-9,-0.178727,150.23,-0.111138,0.608722,150.266,-0.0353993,146.031,3.08655,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
93,-236,-1.10811,149.15,-0.0457743,3.81683,0.400711,0.4,-1,-0.175748,150.256,-0.143408,0.554414,150.26,-0.00393172,146.017,3.13271,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
94,-236,-1.10513,149.15,-0.0601619,5.29356,0.400711,0.4,5,-0.172769,150.291,-0.0779796,0.964139,150.271,0.0196565,146.017,3.13271,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
95,-235,-1.10811,149.143,-0.0499017,4.64668,0.400635,0.4,-3,-0.172769,150.248,0.0301421,1.22617,150.26,-0.0117968,146.022,3.12127,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
96,-235,-1.10811,149.148,-0.0522613,3.0665,0.400558,0.4,-11,-0.175748,150.212,0.0666301,0.418875,150.255,-0.0432688,146.026,3.12158,0.401779,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
97,-235,-1.11108,149.143,-0.0791986,1.5736,0.400635,0.4,-3,-0.172769,150.232,0.0436764,-0.667115,150.244,-0.0117966,146.022,3.12127,0.401932,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
98,-234,-1.11108,149.141,-0.108999,0.486514,0.400482,0.4,5,-0.172769,150.28,0.0424354,-0.58423,150.26,0.0196563,146.031,3.11012,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
99,-233,-1.11108,149.129,-0.111916,-0.232205,0.400482,0.4,2,-0.172769,150.263,0.0504982,0.271737,150.255,0.00786361,146.031,3.09834,0.401779,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
100,-231,-1.10811,149.091,-0.0628835,-0.895504,0.400711,0.4,-1,-0.16979,150.256,0.0602399,0.597897,150.26,-0.00393172,146.017,3.07381,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
101,-228,-1.10811,149.056,0.0144026,-1.76034,0.400711,0.4,1,-0.172769,150.28,0.0680779,0.530287,150.276,0.0039322,146.017,3.03834,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
102,-223,-1.11406,148.996,0.0223928,-2.77543,0.400711,0.4,1,-0.172769,150.27,0.0329681,0.565674,150.266,0.00393217,146.017,2.97902,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
103,-221,-1.11108,149.002,-0.0404486,-3.44455,0.400253,0.4,-5,-0.172769,150.241,-0.0104283,0.24948,150.26,-0.019663,146.045,2.95705,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
104,-222,-1.11108,148.994,-0.0554707,-3.16732,0.400558,0.4,-16,-0.16979,150.224,-0.00549976,-0.520801,150.287,-0.06295,146.026,2.96774,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
105,-228,-1.11406,149.07,-0.0467185,-1.75154,0.400482,0.4,-18,-0.16979,150.211,0.0380768,-1.20361,150.282,-0.0708239,146.031,3.03927,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
106,-234,-1.11406,149.146,-0.0705989,0.788007,0.400406,0.4,-9,-0.16979,150.257,0.0658202,-1.13948,150.292,-0.0354,146.036,3.11044,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
107,-236,-1.11108,149.155,-0.0614182,3.2139,0.400635,0.4,-2,-0.172769,150.285,0.0394741,-0.0890785,150.292,-0.0078643,146.022,3.13303,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
108,-231,-1.11704,149.106,-0.0410408,3.64588,0.400482,0.4,1,-0.172769,150.286,-0.0221307,1.0564,150.282,0.00393222,146.031,3.07474,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
109,-225,-1.11406,149.015,-0.0616165,1.63004,0.400787,0.4,5,-0.175748,150.301,-0.0816544,1.54955,150.282,0.0196567,146.013,3.00247,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
110,-222,-1.11406,148.994,-0.0534959,-1.33187,0.400558,0.4,8,-0.178727,150.292,-0.144288,1.48861,150.26,0.0314464,146.026,2.96774,0.401703,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
111,-225,-1.11704,149.01,-0.035705,-2.97862,0.400864,0.4,1,-0.175748,150.275,-0.171303,0.924617,150.271,0.00393218,146.008,3.00217,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
112,-229,-1.11704,149.082,-0.0587698,-2.29619,0.400482,0.4,-11,-0.172769,150.233,-0.0961981,-0.129774,150.276,-0.0432695,146.031,3.0511,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
113,-229,-1.12002,149.087,-0.092478,-0.287077,0.400406,0.4,-21,-0.172769,150.188,0.0208533,-1.50633,150.271,-0.0826366,146.036,3.05141,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
114,-228,-1.11704,149.065,-0.101454,1.02351,0.400558,0.4,-29,-0.172769,150.152,0.0835807,-2.7989,150.266,-0.114152,146.026,3.03896,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
115,-226,-1.12002,149.042,-0.077687,0.871659,0.400558,0.4,-30,-0.175748,150.148,0.0669769,-3.40038,150.266,-0.118092,146.026,3.01526,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
116,-223,-1.11704,149.011,-0.04668,-0.0964342,0.400482,0.4,-18,-0.172769,150.184,0.0222521,-2.78546,150.255,-0.0708225,146.031,2.97994,0.401779,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
117,-221,-1.11704,149.002,-0.00104386,-1.10494,0.400253,0.4,4,-0.172769,150.308,0.0180266,-0.478614,150.292,0.0157261,146.045,2.95705,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
118,-223,-1.11704,149.011,0.0381698,-1.49205,0.400482,0.4,20,-0.172769,150.334,0.0315117,2.68895,150.255,0.0785794,146.031,2.97994,0.401779,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
119,-226,-1.12002,149.042,0.0240408,-0.981392,0.400558,0.4,23,-0.172769,150.372,0.0285758,4.70518,150.282,0.090358,146.026,3.01526,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
120,-224,-1.11704,149.023,-0.00827242,-0.158093,0.400482,0.4,16,-0.175748,150.355,-0.000387775,4.84393,150.292,0.062875,146.031,2.99183,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
121,-218,-1.123,148.942,-0.0393841,-0.369211,0.400635,0.4,10,-0.175748,150.321,-0.0523222,3.39742,150.282,0.0393055,146.022,2.91975,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
122,-218,-1.12002,148.937,-0.0816745,-1.60951,0.400711,0.4,10,-0.175748,150.343,-0.0796845,1.45375,150.303,0.0393062,146.017,2.91944,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
123,-218,-1.11704,148.937,-0.0571062,-2.29946,0.400711,0.4,9,-0.175748,150.322,-0.069479,0.182472,150.287,0.0353765,146.017,2.91944,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
124,-233,-1.12002,149.124,0.00845282,-0.733982,0.400558,0.4,9,-0.175748,150.328,-0.0465192,-0.48018,150.292,0.0353767,146.026,3.09803,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
125,-235,-1.12002,149.138,0.0131791,2.72821,0.400711,0.4,-17,-0.175748,150.231,-0.0244895,-1.33792,150.298,-0.0668874,146.017,3.12095,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
126,-233,-1.123,149.129,-0.0284842,4.8094,0.400482,0.4,-23,-0.175748,150.181,-0.00878775,-2.93696,150.271,-0.0905137,146.031,3.09834,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
127,-229,-1.12002,149.082,-0.058024,4.02658,0.400482,0.4,-18,-0.175748,150.206,6.51E-05,-3.96587,150.276,-0.0708236,146.031,3.0511,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
128,-229,-1.12598,149.077,-0.0746201,1.88922,0.400558,0.4,-12,-0.175748,150.24,0.00370199,-3.09168,150.287,-0.0472053,146.026,3.05079,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
129,-231,-1.123,149.101,-0.10147,0.272474,0.400558,0.4,-7,-0.172769,150.238,0.0242176,-1.27792,150.266,-0.0275306,146.026,3.07443,0.401627,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
130,-230,-1.12598,149.084,-0.105259,-0.296073,0.400635,0.4,1,-0.172769,150.275,0.0661788,0.270366,150.271,0.00393218,146.022,3.0623,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
131,-226,-1.123,149.051,-0.0784363,-0.73641,0.400406,0.4,10,-0.16979,150.316,0.10568,1.59356,150.276,0.0393054,146.036,3.01588,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
132,-224,-1.12002,149.023,-0.00614471,-1.46376,0.400482,0.4,14,-0.175748,150.326,0.0934511,2.57464,150.271,0.0550189,146.031,2.99183,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
133,-226,-1.12002,149.047,0.0854462,-1.81416,0.400482,0.4,14,-0.175748,150.326,0.00307567,2.69798,150.271,0.0550189,146.031,3.01557,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
134,-230,-1.123,149.094,0.1002,-1.02383,0.400482,0.4,13,-0.175748,150.349,-0.0751287,2.24448,150.298,0.051092,146.031,3.06293,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
135,-231,-1.12002,149.091,0.0592073,0.356211,0.400711,0.4,8,-0.172769,150.313,-0.0671209,1.51939,150.282,0.0314469,146.017,3.07381,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
136,-230,-1.123,149.084,0.0262726,1.06312,0.400635,0.4,1,-0.172769,150.302,-0.00566546,0.406844,150.298,0.00393226,146.022,3.0623,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
137,-231,-1.12002,149.106,0.00553784,1.10088,0.400482,0.4,-1,-0.178727,150.305,0.00121749,-0.536859,150.309,-0.00393187,146.031,3.07474,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
138,-233,-1.123,149.129,-0.00456779,1.2221,0.400482,0.4,4,-0.175748,150.308,-0.0562951,-0.795954,150.292,0.0157261,146.031,3.09834,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
139,-233,-1.123,149.119,-0.0275766,1.33933,0.400635,0.4,7,-0.175748,150.336,-0.0647941,-0.433434,150.309,0.0275177,146.022,3.09771,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
140,-230,-1.123,149.089,-0.0496771,0.848596,0.400558,0.4,1,-0.172769,150.312,-0.0107851,0.0738066,150.309,0.00393229,146.026,3.06262,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
141,-226,-1.123,149.056,-0.0453963,-0.278692,0.40033,0.4,-3,-0.175748,150.281,0.0343259,-0.0803003,150.292,-0.0117971,146.04,3.01618,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
142,-223,-1.12896,149.001,-0.0714114,-1.68511,0.400635,0.4,2,-0.175748,150.322,0.0235228,-0.433205,150.314,0.00786396,146.022,2.97933,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
143,-223,-1.123,149.021,-0.102875,-2.64154,0.40033,0.4,4,-0.175748,150.324,-0.00736075,-0.107118,150.309,0.0157263,146.04,2.98055,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
144,-228,-1.12598,149.06,-0.0680304,-2.16391,0.400635,0.4,0,-0.175748,150.303,-0.0181235,0.22443,150.303,3.59E-07,146.022,3.03865,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
145,-232,-1.12598,149.122,-0.0352908,-0.299606,0.400406,0.4,0,-0.172769,150.287,0.00235695,-0.0743624,150.287,3.61E-07,146.036,3.08686,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
146,-234,-1.123,149.136,-0.0122593,1.7445,0.400558,0.4,5,-0.178727,150.307,0.0101833,-0.403743,150.287,0.0196567,146.026,3.10981,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
147,-234,-1.12598,149.146,0.0205919,2.7856,0.400406,0.4,6,-0.175748,150.316,-0.0293954,-0.212172,150.292,0.0235872,146.036,3.11044,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
148,-234,-1.123,149.156,0.0286131,2.75409,0.400253,0.4,3,-0.175748,150.31,-0.0378141,0.13804,150.298,0.0117952,146.045,3.11107,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
149,-231,-1.123,149.111,0.0442483,1.8917,0.400406,0.4,6,-0.175748,150.295,-0.0110631,0.120293,150.271,0.0235868,146.036,3.07505,0.40155,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
150,-228,-1.123,149.075,0.058797,0.244668,0.400406,0.4,14,-0.172769,150.342,0.0229961,0.154706,150.287,0.0550196,146.036,3.03958,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
151,-230,-1.123,149.099,0.048938,-1.12324,0.400406,0.4,14,-0.175748,150.337,0.0508787,0.629179,150.282,0.0550193,146.036,3.06324,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
152,-237,-1.123,149.157,0.0316637,-0.915215,0.400787,0.4,7,-0.172769,150.304,0.0486488,0.681731,150.276,0.027517,146.013,3.14415,0.401474,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
153,-241,-1.123,149.223,0.0159892,0.803782,0.400482,0.4,0,-0.172769,150.303,0.0546219,0.0367608,150.303,3.59E-07,146.031,3.19233,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
154,-240,-1.123,149.216,0.00520453,2.53507,0.400406,0.4,-2,-0.175748,150.279,0.0423394,-0.630912,150.287,-0.00786427,146.036,3.18094,0.401321,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
155,-241,-1.12598,149.218,-0.0206887,2.93416,0.400558,0.4,-1,-0.175748,150.289,-0.0142301,-1.00075,150.292,-0.00393182,146.026,3.19201,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
156,-239,-1.12598,149.195,-0.0658695,2.12939,0.400558,0.4,2,-0.175748,150.311,-0.05378,-0.767999,150.303,0.0078639,146.026,3.16857,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
157,-232,-1.12598,149.113,-0.0867842,0.366141,0.400558,0.4,5,-0.175748,150.334,-0.0555953,0.0522934,150.314,0.0196572,146.026,3.08623,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
158,-225,-1.123,149.03,-0.0519659,-2.28348,0.400558,0.4,7,-0.175748,150.341,-0.0413438,0.884179,150.314,0.0275178,146.026,3.00339,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
159,-224,-1.12598,149.033,-0.00349509,-4.41087,0.40033,0.4,1,-0.175748,150.302,-0.0243053,0.979946,150.298,0.00393226,146.04,2.99244,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
160,-224,-1.123,149.018,0.017535,-4.71727,0.400558,0.4,-11,-0.178727,150.271,-0.0307468,0.0660433,150.314,-0.0432707,146.026,2.99152,0.40094,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
161,-223,-1.12896,149.03,0.00149383,-3.66503,0.400177,0.4,-19,-0.178727,150.228,-0.0651764,-1.29775,150.303,-0.0747625,146.049,2.98116,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
162,-223,-1.12896,149.016,-0.0656236,-2.27011,0.400406,0.4,-17,-0.178727,150.231,-0.0818362,-2.27073,150.298,-0.0668874,146.036,2.98024,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
163,-225,-1.12896,149.035,-0.115686,-1.06767,0.400482,0.4,-11,-0.178727,150.249,-0.0666321,-2.18703,150.292,-0.04327,146.031,3.0037,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
164,-225,-1.12598,149.03,-0.0851136,-0.160898,0.400558,0.4,-3,-0.178727,150.27,-0.0423771,-1.16047,150.282,-0.011797,146.026,3.00339,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
165,-226,-1.12896,149.032,-0.0295125,0.331996,0.400711,0.4,6,-0.178727,150.327,-0.0209303,0.360326,150.303,0.0235874,146.017,3.01464,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
166,-232,-1.12598,149.117,0.00140017,1.01721,0.400482,0.4,13,-0.178727,150.354,-0.00642954,1.97979,150.303,0.0510922,146.031,3.08655,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
167,-237,-1.12598,149.171,0.0338262,2.55507,0.400558,0.4,13,-0.178727,150.333,0.00129123,2.72207,150.282,0.0510913,146.026,3.1451,0.401398,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
168,-238,-1.12598,149.188,0.0581217,3.91461,0.400482,0.4,10,-0.172769,150.348,0.0441763,2.29148,150.309,0.0393064,146.031,3.15716,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
169,-237,-1.12598,149.167,0.0524684,3.86137,0.400635,0.4,10,-0.178727,150.332,0.0899628,1.44497,150.292,0.0393059,146.022,3.14478,0.401245,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
170,-237,-1.12598,149.167,0.0359776,2.61938,0.400635,0.4,12,-0.178727,150.372,0.044455,0.859426,150.325,0.0471646,146.022,3.14478,0.400787,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
171,-237,-1.12896,149.176,-0.000543009,1.32075,0.400482,0.4,15,-0.178727,150.357,-0.0264158,0.715182,150.298,0.0589478,146.031,3.14542,0.401169,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
172,-236,-1.12896,149.155,-0.0554838,0.414954,0.400635,0.4,17,-0.178727,150.375,-0.0485439,0.65506,150.309,0.066803,146.022,3.13303,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
173,-237,-1.12896,149.181,-0.0831983,-0.117219,0.400406,0.4,15,-0.175748,150.368,-0.0245451,0.549759,150.309,0.0589483,146.036,3.14573,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
174,-239,-1.12896,149.219,-0.0721902,0.162345,0.400177,0.4,11,-0.181705,150.352,-0.00799144,0.271704,150.309,0.0432353,146.049,3.17017,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
175,-238,-1.12896,149.203,-0.0481675,0.813385,0.400253,0.4,9,-0.178727,150.344,-0.0390126,-0.23335,150.309,0.0353771,146.045,3.15811,0.401016,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
176,-232,-1.13194,149.127,-0.0452793,0.387633,0.40033,0.4,9,-0.181705,150.355,-0.0612679,-0.518155,150.319,0.0353774,146.04,3.08717,0.400864,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
177,-226,-1.13194,149.042,-0.0719202,-1.5964,0.400558,0.4,10,-0.178727,150.343,-0.0538953,-0.486352,150.303,0.0393062,146.026,3.01526,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
178,-228,-1.12896,149.075,-0.063502,-3.41948,0.400406,0.4,10,-0.181705,150.364,-0.036307,-0.289145,150.325,0.0393069,146.036,3.03958,0.400787,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
179,-234,-1.13194,149.136,-0.0228535,-2.96435,0.400558,0.4,9,-0.181705,150.339,-0.0392893,-0.0935943,150.303,0.035377,146.026,3.10981,0.401093,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,-35,0,,-29,0
